event_id,customer_id,event_date,event_type,plan,mrr_amount
560,CUST00357,2024-11-06,signup,Basic,29
561,CUST00357,2025-05-05,cancel,Basic,0
562,CUST00358,2024-10-22,signup,Basic,29
563,CUST00358,2025-01-20,cancel,Basic,0
564,CUST00359,2025-01-28,signup,Basic,29
565,CUST00360,2023-11-30,signup,Enterprise,499
566,CUST00361,2023-05-11,signup,Pro,99
567,CUST00362,2023-01-06,signup,Pro,99
568,CUST00362,2023-03-07,cancel,Pro,0
569,CUST00363,2024-06-27,signup,Pro,99
570,CUST00363,2024-10-25,cancel,Pro,0
571,CUST00364,2025-01-19,signup,Basic,29
572,CUST00365,2025-05-28,signup,Enterprise,499
573,CUST00366,2025-06-14,signup,Pro,99
574,CUST00367,2024-04-20,signup,Basic,29
575,CUST00367,2024-07-19,cancel,Basic,0
576,CUST00368,2024-03-12,signup,Pro,99
577,CUST00368,2024-09-08,cancel,Pro,0
578,CUST00369,2024-11-21,signup,Basic,29
579,CUST00369,2025-04-20,upgrade,Pro,99
580,CUST00370,2023-12-09,signup,Basic,29
581,CUST00370,2024-09-04,cancel,Basic,0
582,CUST00371,2024-01-17,signup,Basic,29
583,CUST00371,2025-06-10,upgrade,Pro,99
584,CUST00372,2023-06-18,signup,Pro,99
585,CUST00372,2024-05-13,downgrade,Basic,29
586,CUST00373,2023-11-10,signup,Basic,29
587,CUST00373,2024-01-09,cancel,Basic,0
588,CUST00374,2023-12-28,signup,Enterprise,499
589,CUST00375,2024-06-30,signup,Enterprise,499
590,CUST00376,2024-08-10,signup,Pro,99
591,CUST00376,2024-12-08,upgrade,Enterprise,499
592,CUST00377,2023-12-01,signup,Pro,99
593,CUST00377,2024-12-25,downgrade,Basic,29
594,CUST00377,2025-06-23,cancel,Basic,0
595,CUST00378,2023-12-20,signup,Enterprise,499
596,CUST00379,2024-08-27,signup,Basic,29
597,CUST00379,2025-05-24,cancel,Basic,0
598,CUST00380,2025-04-26,signup,Pro,99
599,CUST00380,2025-06-25,cancel,Pro,0
600,CUST00381,2023-01-03,signup,Basic,29
601,CUST00381,2023-11-29,upgrade,Pro,99
602,CUST00381,2024-12-23,downgrade,Basic,29
603,CUST00382,2023-12-31,signup,Basic,29
604,CUST00382,2025-04-24,cancel,Basic,0
605,CUST00383,2024-06-14,signup,Pro,99
606,CUST00384,2023-01-18,signup,Basic,29
607,CUST00384,2023-07-17,cancel,Basic,0
608,CUST00385,2025-04-14,signup,Basic,29
609,CUST00386,2024-03-11,signup,Basic,29
610,CUST00386,2024-05-10,cancel,Basic,0
611,CUST00387,2023-04-21,signup,Pro,99
612,CUST00387,2025-04-10,cancel,Pro,0
613,CUST00388,2023-08-11,signup,Pro,99
614,CUST00388,2023-09-10,cancel,Pro,0
615,CUST00389,2025-01-12,signup,Basic,29
616,CUST00390,2025-05-04,signup,Basic,29
617,CUST00391,2023-05-07,signup,Basic,29
618,CUST00391,2023-08-05,cancel,Basic,0
619,CUST00392,2024-01-30,signup,Pro,99
620,CUST00392,2024-11-25,cancel,Pro,0
621,CUST00393,2024-11-21,signup,Basic,29
622,CUST00394,2023-06-22,signup,Enterprise,499
623,CUST00395,2025-04-30,signup,Enterprise,499
624,CUST00396,2023-11-07,signup,Basic,29
625,CUST00396,2024-10-02,cancel,Basic,0
626,CUST00397,2023-05-02,signup,Basic,29
627,CUST00397,2023-06-01,cancel,Basic,0
628,CUST00398,2025-06-24,signup,Basic,29
629,CUST00399,2024-02-03,signup,Basic,29
630,CUST00399,2024-08-01,cancel,Basic,0
631,CUST00400,2023-09-27,signup,Enterprise,499
632,CUST00401,2023-04-28,signup,Basic,29
633,CUST00401,2023-09-25,cancel,Basic,0
634,CUST00402,2024-04-25,signup,Enterprise,499
635,CUST00403,2024-07-02,signup,Basic,29
636,CUST00403,2024-10-30,cancel,Basic,0
637,CUST00404,2025-05-14,signup,Pro,99
638,CUST00405,2024-05-01,signup,Basic,29
639,CUST00406,2025-01-30,signup,Basic,29
640,CUST00406,2025-06-29,cancel,Basic,0
641,CUST00407,2023-07-25,signup,Basic,29
642,CUST00407,2024-10-17,cancel,Basic,0
643,CUST00408,2024-04-20,signup,Enterprise,499
644,CUST00408,2024-12-16,downgrade,Pro,99
645,CUST00408,2025-03-16,downgrade,Basic,29
646,CUST00409,2024-11-18,signup,Pro,99
647,CUST00410,2023-09-15,signup,Basic,29
648,CUST00411,2024-01-07,signup,Basic,29
649,CUST00412,2023-09-19,signup,Enterprise,499
650,CUST00413,2024-09-08,signup,Basic,29
651,CUST00413,2024-10-08,cancel,Basic,0
652,CUST00414,2023-02-23,signup,Basic,29
653,CUST00415,2024-10-03,signup,Basic,29
654,CUST00416,2025-01-05,signup,Enterprise,499
655,CUST00417,2023-09-30,signup,Basic,29
656,CUST00417,2024-12-23,cancel,Basic,0
657,CUST00418,2024-12-10,signup,Basic,29
658,CUST00418,2025-04-09,cancel,Basic,0
659,CUST00419,2024-09-12,signup,Enterprise,499
660,CUST00419,2024-11-11,cancel,Enterprise,0
661,CUST00420,2024-05-31,signup,Basic,29
662,CUST00420,2024-08-29,cancel,Basic,0
663,CUST00421,2023-07-03,signup,Pro,99
664,CUST00421,2023-12-30,upgrade,Enterprise,499
665,CUST00422,2025-03-28,signup,Basic,29
666,CUST00422,2025-04-27,cancel,Basic,0
667,CUST00423,2023-09-24,signup,Basic,29
668,CUST00423,2023-10-24,cancel,Basic,0
669,CUST00424,2024-01-01,signup,Pro,99
670,CUST00425,2024-11-24,signup,Basic,29
671,CUST00425,2025-05-23,cancel,Basic,0
672,CUST00426,2024-11-06,signup,Pro,99
673,CUST00426,2024-12-06,cancel,Pro,0
674,CUST00427,2023-02-14,signup,Enterprise,499
675,CUST00428,2024-09-09,signup,Enterprise,499
676,CUST00429,2024-10-07,signup,Basic,29
677,CUST00430,2024-05-04,signup,Enterprise,499
678,CUST00431,2024-05-30,signup,Pro,99
679,CUST00431,2024-07-29,upgrade,Enterprise,499
680,CUST00432,2023-03-22,signup,Enterprise,499
681,CUST00432,2023-07-20,cancel,Enterprise,0
682,CUST00433,2024-11-02,signup,Enterprise,499
683,CUST00434,2023-11-06,signup,Basic,29
684,CUST00434,2024-02-04,cancel,Basic,0
685,CUST00435,2024-05-07,signup,Pro,99
686,CUST00435,2025-05-02,cancel,Pro,0
687,CUST00436,2024-04-05,signup,Basic,29
688,CUST00436,2024-05-05,cancel,Basic,0
689,CUST00437,2023-01-09,signup,Pro,99
690,CUST00437,2024-06-02,downgrade,Basic,29
691,CUST00437,2025-01-28,cancel,Basic,0
692,CUST00438,2023-10-22,signup,Basic,29
693,CUST00439,2023-05-13,signup,Basic,29
694,CUST00440,2024-09-10,signup,Enterprise,499
695,CUST00441,2024-06-03,signup,Enterprise,499
696,CUST00442,2023-09-09,signup,Basic,29
697,CUST00442,2025-01-31,cancel,Basic,0
698,CUST00443,2025-01-04,signup,Pro,99
699,CUST00443,2025-06-03,upgrade,Enterprise,499
700,CUST00444,2024-10-18,signup,Enterprise,499
701,CUST00445,2023-01-09,signup,Enterprise,499
702,CUST00445,2024-02-03,downgrade,Pro,99
703,CUST00445,2025-01-28,cancel,Pro,0
704,CUST00446,2025-03-26,signup,Pro,99
705,CUST00447,2023-09-23,signup,Basic,29
706,CUST00447,2024-01-21,cancel,Basic,0
707,CUST00448,2025-04-04,signup,Pro,99
708,CUST00449,2023-08-28,signup,Pro,99
709,CUST00449,2024-09-21,downgrade,Basic,29
710,CUST00449,2025-01-19,upgrade,Pro,99
711,CUST00450,2024-08-21,signup,Basic,29
712,CUST00451,2024-04-11,signup,Enterprise,499
713,CUST00452,2024-03-07,signup,Enterprise,499
714,CUST00452,2024-06-05,cancel,Enterprise,0
715,CUST00453,2024-07-14,signup,Enterprise,499
716,CUST00454,2023-11-30,signup,Pro,99
717,CUST00454,2025-06-22,upgrade,Enterprise,499
718,CUST00455,2024-08-06,signup,Pro,99
719,CUST00455,2024-12-04,cancel,Pro,0
720,CUST00456,2025-03-16,signup,Enterprise,499
721,CUST00457,2024-02-16,signup,Pro,99
722,CUST00457,2024-09-13,downgrade,Basic,29
723,CUST00458,2023-01-28,signup,Basic,29
724,CUST00458,2024-02-22,upgrade,Pro,99
725,CUST00459,2023-05-26,signup,Enterprise,499
726,CUST00459,2023-09-23,downgrade,Pro,99
727,CUST00459,2024-03-21,downgrade,Basic,29
728,CUST00459,2025-03-16,upgrade,Pro,99
729,CUST00460,2025-01-12,signup,Basic,29
730,CUST00461,2025-02-09,signup,Basic,29
731,CUST00461,2025-06-09,cancel,Basic,0
732,CUST00462,2024-12-09,signup,Enterprise,499
733,CUST00463,2024-07-05,signup,Enterprise,499
734,CUST00463,2025-06-30,cancel,Enterprise,0
735,CUST00464,2024-04-18,signup,Basic,29
736,CUST00464,2024-05-18,cancel,Basic,0
737,CUST00465,2023-10-15,signup,Basic,29
738,CUST00465,2024-04-12,cancel,Basic,0
739,CUST00466,2023-01-08,signup,Pro,99
740,CUST00466,2025-03-28,upgrade,Enterprise,499
741,CUST00467,2023-10-08,signup,Basic,29
742,CUST00467,2024-05-05,cancel,Basic,0
743,CUST00468,2023-07-19,signup,Enterprise,499
744,CUST00469,2024-03-25,signup,Pro,99
745,CUST00469,2024-10-21,cancel,Pro,0
746,CUST00470,2025-04-01,signup,Basic,29
747,CUST00470,2025-05-31,cancel,Basic,0
748,CUST00471,2023-02-23,signup,Basic,29
749,CUST00471,2023-06-23,cancel,Basic,0
750,CUST00472,2024-01-29,signup,Basic,29
751,CUST00472,2024-10-25,cancel,Basic,0
752,CUST00473,2024-08-09,signup,Basic,29
753,CUST00473,2025-01-06,upgrade,Pro,99
754,CUST00474,2025-06-25,signup,Basic,29
755,CUST00475,2023-12-18,signup,Enterprise,499
756,CUST00476,2024-09-22,signup,Basic,29
757,CUST00477,2025-04-06,signup,Basic,29
758,CUST00477,2025-06-05,upgrade,Pro,99
759,CUST00478,2023-01-31,signup,Basic,29
760,CUST00478,2023-05-01,cancel,Basic,0
761,CUST00479,2023-01-31,signup,Basic,29
762,CUST00479,2023-06-30,cancel,Basic,0
763,CUST00480,2025-05-13,signup,Pro,99
764,CUST00481,2023-11-09,signup,Basic,29
765,CUST00481,2024-05-07,upgrade,Pro,99
766,CUST00481,2025-03-03,upgrade,Enterprise,499
767,CUST00482,2025-03-19,signup,Basic,29
768,CUST00483,2025-06-26,signup,Pro,99
769,CUST00484,2024-09-21,signup,Pro,99
770,CUST00485,2024-08-18,signup,Enterprise,499
771,CUST00486,2023-03-28,signup,Basic,29
772,CUST00486,2023-05-27,cancel,Basic,0
773,CUST00487,2024-06-08,signup,Basic,29
774,CUST00487,2024-10-06,cancel,Basic,0
775,CUST00488,2024-03-28,signup,Pro,99
776,CUST00489,2025-02-09,signup,Basic,29
777,CUST00490,2025-04-21,signup,Pro,99
778,CUST00491,2025-06-05,signup,Pro,99
779,CUST00492,2023-08-28,signup,Pro,99
780,CUST00492,2024-06-23,cancel,Pro,0
781,CUST00493,2023-05-23,signup,Pro,99
782,CUST00493,2024-05-17,cancel,Pro,0
783,CUST00494,2023-05-23,signup,Enterprise,499
784,CUST00495,2024-04-10,signup,Basic,29
785,CUST00496,2023-11-14,signup,Basic,29
786,CUST00496,2024-10-09,cancel,Basic,0
787,CUST00497,2023-04-04,signup,Enterprise,499
788,CUST00497,2024-06-27,downgrade,Pro,99
789,CUST00498,2024-01-13,signup,Pro,99
790,CUST00498,2024-05-12,upgrade,Enterprise,499
791,CUST00498,2025-01-07,downgrade,Pro,99
792,CUST00499,2024-04-17,signup,Basic,29
793,CUST00499,2024-09-14,cancel,Basic,0
794,CUST00500,2023-04-13,signup,Pro,99
795,CUST00500,2023-11-09,cancel,Pro,0
796,CUST00501,2024-11-22,signup,Basic,29
797,CUST00501,2025-06-20,cancel,Basic,0
798,CUST00502,2023-01-05,signup,Basic,29
799,CUST00503,2023-03-09,signup,Basic,29
800,CUST00503,2023-04-08,upgrade,Pro,99
801,CUST00504,2023-08-27,signup,Basic,29
802,CUST00504,2024-03-24,cancel,Basic,0
803,CUST00505,2024-01-19,signup,Basic,29
804,CUST00505,2024-02-18,cancel,Basic,0
805,CUST00506,2025-01-12,signup,Enterprise,499
806,CUST00506,2025-05-12,downgrade,Pro,99
807,CUST00507,2024-02-29,signup,Basic,29
808,CUST00507,2025-03-25,cancel,Basic,0
809,CUST00508,2025-06-09,signup,Pro,99
810,CUST00509,2023-07-29,signup,Basic,29
811,CUST00509,2023-09-27,upgrade,Pro,99
812,CUST00509,2024-09-21,upgrade,Enterprise,499
813,CUST00510,2023-01-21,signup,Basic,29
814,CUST00510,2023-10-18,upgrade,Pro,99
815,CUST00510,2024-03-16,cancel,Pro,0
816,CUST00511,2024-05-27,signup,Basic,29
817,CUST00511,2025-01-22,cancel,Basic,0
818,CUST00512,2023-05-08,signup,Basic,29
819,CUST00512,2024-01-03,cancel,Basic,0
820,CUST00513,2024-01-30,signup,Pro,99
821,CUST00513,2024-05-29,cancel,Pro,0
822,CUST00514,2024-11-12,signup,Basic,29
823,CUST00515,2024-02-12,signup,Pro,99
824,CUST00516,2023-10-03,signup,Enterprise,499
825,CUST00516,2023-11-02,cancel,Enterprise,0
826,CUST00517,2023-01-02,signup,Pro,99
827,CUST00517,2023-12-28,downgrade,Basic,29
828,CUST00517,2025-06-20,upgrade,Pro,99
829,CUST00518,2024-11-12,signup,Pro,99
830,CUST00519,2024-09-10,signup,Pro,99
831,CUST00519,2025-02-07,downgrade,Basic,29
832,CUST00520,2024-12-16,signup,Enterprise,499
833,CUST00521,2024-09-25,signup,Enterprise,499
834,CUST00522,2024-03-30,signup,Pro,99
835,CUST00522,2025-06-23,cancel,Pro,0
836,CUST00523,2024-04-23,signup,Basic,29
837,CUST00523,2024-10-20,cancel,Basic,0
838,CUST00524,2025-01-02,signup,Enterprise,499
839,CUST00525,2023-05-07,signup,Enterprise,499
840,CUST00526,2024-08-13,signup,Basic,29
841,CUST00527,2023-11-20,signup,Enterprise,499
842,CUST00528,2025-04-09,signup,Enterprise,499
843,CUST00529,2024-07-15,signup,Basic,29
844,CUST00530,2025-04-04,signup,Enterprise,499
845,CUST00531,2023-05-29,signup,Basic,29
846,CUST00531,2023-06-28,cancel,Basic,0
847,CUST00532,2025-01-13,signup,Pro,99
848,CUST00532,2025-06-12,downgrade,Basic,29
849,CUST00533,2024-10-27,signup,Basic,29
850,CUST00533,2024-12-26,cancel,Basic,0
851,CUST00534,2023-09-04,signup,Basic,29
852,CUST00534,2024-09-28,cancel,Basic,0
853,CUST00535,2024-05-15,signup,Enterprise,499
854,CUST00536,2025-03-25,signup,Pro,99
855,CUST00537,2024-05-15,signup,Pro,99
856,CUST00538,2024-07-29,signup,Basic,29
857,CUST00538,2025-01-25,cancel,Basic,0
858,CUST00539,2023-11-04,signup,Enterprise,499
859,CUST00540,2024-09-29,signup,Basic,29
860,CUST00540,2025-05-27,upgrade,Pro,99
861,CUST00541,2024-10-10,signup,Basic,29
862,CUST00542,2023-09-11,signup,Basic,29
863,CUST00543,2023-10-16,signup,Enterprise,499
864,CUST00544,2025-03-07,signup,Pro,99
865,CUST00545,2023-10-21,signup,Pro,99
866,CUST00545,2024-09-15,cancel,Pro,0
867,CUST00546,2025-01-31,signup,Enterprise,499
868,CUST00547,2024-06-11,signup,Pro,99
869,CUST00548,2024-06-24,signup,Basic,29
870,CUST00548,2024-11-21,upgrade,Pro,99
871,CUST00549,2024-11-26,signup,Pro,99
872,CUST00549,2025-03-26,cancel,Pro,0
873,CUST00550,2024-10-08,signup,Basic,29
874,CUST00550,2025-04-06,cancel,Basic,0
875,CUST00551,2023-01-07,signup,Basic,29
876,CUST00551,2023-05-07,cancel,Basic,0
877,CUST00552,2024-03-17,signup,Basic,29
878,CUST00552,2024-06-15,cancel,Basic,0
879,CUST00553,2025-02-26,signup,Basic,29
880,CUST00554,2024-03-25,signup,Basic,29
881,CUST00554,2024-09-21,cancel,Basic,0
882,CUST00555,2024-02-09,signup,Basic,29
883,CUST00556,2023-05-10,signup,Pro,99
884,CUST00556,2023-06-09,upgrade,Enterprise,499
885,CUST00556,2023-10-07,cancel,Enterprise,0
886,CUST00557,2024-05-06,signup,Pro,99
887,CUST00558,2024-08-28,signup,Basic,29
888,CUST00558,2024-09-27,cancel,Basic,0
889,CUST00559,2024-03-12,signup,Pro,99
890,CUST00559,2025-06-05,upgrade,Enterprise,499
891,CUST00560,2023-02-11,signup,Pro,99
892,CUST00560,2023-11-08,cancel,Pro,0
893,CUST00561,2023-05-14,signup,Pro,99
894,CUST00561,2024-09-05,upgrade,Enterprise,499
895,CUST00561,2025-04-03,downgrade,Pro,99
896,CUST00562,2023-09-16,signup,Enterprise,499
897,CUST00563,2023-03-18,signup,Pro,99
898,CUST00563,2024-08-09,upgrade,Enterprise,499
899,CUST00564,2024-07-01,signup,Pro,99
900,CUST00564,2025-04-27,cancel,Pro,0
901,CUST00565,2023-12-31,signup,Pro,99
902,CUST00566,2023-08-26,signup,Basic,29
903,CUST00566,2024-05-22,cancel,Basic,0
904,CUST00567,2025-04-17,signup,Basic,29
905,CUST00568,2023-04-13,signup,Pro,99
906,CUST00568,2023-07-12,cancel,Pro,0
907,CUST00569,2025-04-26,signup,Enterprise,499
908,CUST00570,2024-09-06,signup,Enterprise,499
909,CUST00571,2024-05-05,signup,Basic,29
910,CUST00571,2024-07-04,cancel,Basic,0
911,CUST00572,2023-02-15,signup,Basic,29
912,CUST00572,2023-05-16,cancel,Basic,0
913,CUST00573,2024-03-13,signup,Basic,29
914,CUST00573,2024-09-09,cancel,Basic,0
915,CUST00574,2023-10-16,signup,Basic,29
916,CUST00574,2024-10-10,cancel,Basic,0
917,CUST00575,2024-05-26,signup,Enterprise,499
918,CUST00576,2025-01-14,signup,Pro,99
919,CUST00577,2024-09-08,signup,Pro,99
920,CUST00578,2024-06-23,signup,Pro,99
921,CUST00579,2023-05-23,signup,Pro,99
922,CUST00579,2023-08-21,downgrade,Basic,29
923,CUST00579,2024-01-18,cancel,Basic,0
924,CUST00580,2024-03-10,signup,Pro,99
925,CUST00580,2024-10-06,cancel,Pro,0
926,CUST00581,2023-06-03,signup,Basic,29
927,CUST00581,2024-03-29,cancel,Basic,0
928,CUST00582,2025-02-08,signup,Basic,29
929,CUST00583,2024-08-08,signup,Pro,99
930,CUST00583,2024-10-07,downgrade,Basic,29
931,CUST00583,2025-03-06,cancel,Basic,0
932,CUST00584,2024-02-06,signup,Pro,99
933,CUST00584,2025-04-01,cancel,Pro,0
934,CUST00585,2023-10-16,signup,Basic,29
935,CUST00585,2024-03-14,cancel,Basic,0
936,CUST00586,2023-10-03,signup,Basic,29
937,CUST00586,2023-11-02,cancel,Basic,0
938,CUST00587,2023-11-19,signup,Pro,99
939,CUST00587,2024-12-13,cancel,Pro,0
940,CUST00588,2025-03-26,signup,Enterprise,499
941,CUST00589,2024-10-02,signup,Enterprise,499
942,CUST00590,2025-03-15,signup,Basic,29
943,CUST00590,2025-04-14,cancel,Basic,0
944,CUST00591,2024-02-01,signup,Enterprise,499
945,CUST00591,2024-05-31,cancel,Enterprise,0
946,CUST00592,2023-03-31,signup,Basic,29
947,CUST00592,2024-06-23,cancel,Basic,0
948,CUST00593,2025-05-29,signup,Basic,29
949,CUST00594,2024-01-11,signup,Pro,99
950,CUST00594,2024-12-06,cancel,Pro,0
951,CUST00595,2025-05-23,signup,Basic,29
952,CUST00596,2025-06-14,signup,Basic,29
953,CUST00597,2024-04-21,signup,Basic,29
954,CUST00597,2025-02-15,cancel,Basic,0
955,CUST00598,2023-05-30,signup,Basic,29
956,CUST00598,2023-07-29,upgrade,Pro,99
957,CUST00598,2024-01-25,cancel,Pro,0
958,CUST00599,2025-02-15,signup,Basic,29
959,CUST00600,2024-06-21,signup,Pro,99
960,CUST00601,2025-04-22,signup,Pro,99
961,CUST00602,2023-05-29,signup,Enterprise,499
962,CUST00602,2023-08-27,cancel,Enterprise,0
963,CUST00603,2024-11-21,signup,Basic,29
964,CUST00603,2025-05-20,cancel,Basic,0
965,CUST00604,2024-03-06,signup,Pro,99
966,CUST00604,2024-08-03,cancel,Pro,0
967,CUST00605,2025-04-13,signup,Basic,29
968,CUST00606,2024-04-11,signup,Pro,99
969,CUST00607,2025-05-27,signup,Pro,99
970,CUST00608,2024-09-23,signup,Pro,99
971,CUST00608,2025-02-20,cancel,Pro,0
972,CUST00609,2023-08-05,signup,Basic,29
973,CUST00609,2025-02-25,cancel,Basic,0
974,CUST00610,2024-02-29,signup,Pro,99
975,CUST00611,2023-11-22,signup,Basic,29
976,CUST00611,2024-09-17,cancel,Basic,0
977,CUST00612,2024-03-23,signup,Basic,29
978,CUST00612,2024-06-21,upgrade,Pro,99
979,CUST00613,2025-03-15,signup,Basic,29
980,CUST00614,2023-04-24,signup,Basic,29
981,CUST00614,2023-07-23,upgrade,Pro,99
982,CUST00615,2024-09-06,signup,Pro,99
983,CUST00615,2024-11-05,cancel,Pro,0
984,CUST00616,2023-01-24,signup,Pro,99
985,CUST00617,2024-03-09,signup,Basic,29
986,CUST00617,2024-09-05,cancel,Basic,0
987,CUST00618,2024-06-07,signup,Basic,29
988,CUST00618,2024-10-05,cancel,Basic,0
989,CUST00619,2025-04-08,signup,Pro,99
990,CUST00620,2023-05-06,signup,Pro,99
991,CUST00621,2024-01-28,signup,Basic,29
992,CUST00621,2024-09-24,cancel,Basic,0
993,CUST00622,2024-10-22,signup,Pro,99
994,CUST00623,2024-09-24,signup,Pro,99
995,CUST00624,2023-01-06,signup,Enterprise,499
996,CUST00625,2024-11-06,signup,Enterprise,499
997,CUST00625,2025-02-04,cancel,Enterprise,0
998,CUST00626,2023-08-10,signup,Basic,29
999,CUST00627,2025-06-16,signup,Basic,29
1000,CUST00628,2023-07-11,signup,Basic,29
1001,CUST00628,2024-03-07,cancel,Basic,0
1002,CUST00629,2023-10-07,signup,Basic,29
1003,CUST00629,2024-06-03,cancel,Basic,0
1004,CUST00630,2023-09-12,signup,Basic,29
1005,CUST00630,2025-03-05,cancel,Basic,0
1006,CUST00631,2025-01-26,signup,Enterprise,499
1007,CUST00632,2024-11-13,signup,Basic,29
1008,CUST00632,2025-03-13,cancel,Basic,0
1009,CUST00633,2024-08-20,signup,Enterprise,499
1010,CUST00634,2024-04-08,signup,Basic,29
1011,CUST00634,2024-07-07,cancel,Basic,0
1012,CUST00635,2023-12-28,signup,Basic,29
1013,CUST00635,2024-07-25,cancel,Basic,0
1014,CUST00636,2024-01-01,signup,Pro,99
1015,CUST00637,2023-11-13,signup,Pro,99
1016,CUST00637,2024-06-10,cancel,Pro,0
1017,CUST00638,2024-12-02,signup,Pro,99
1018,CUST00638,2025-05-31,cancel,Pro,0
1019,CUST00639,2023-02-11,signup,Basic,29
1020,CUST00639,2023-06-11,cancel,Basic,0
1021,CUST00640,2023-09-15,signup,Enterprise,499
1022,CUST00641,2025-04-03,signup,Basic,29
1023,CUST00642,2023-11-09,signup,Pro,99
1024,CUST00642,2025-02-01,cancel,Pro,0
1025,CUST00643,2025-02-24,signup,Pro,99
1026,CUST00644,2023-02-24,signup,Basic,29
1027,CUST00645,2025-04-04,signup,Basic,29
1028,CUST00646,2024-06-16,signup,Basic,29
1029,CUST00646,2024-08-15,cancel,Basic,0
1030,CUST00647,2023-05-05,signup,Basic,29
1031,CUST00647,2025-06-23,cancel,Basic,0
1032,CUST00648,2024-04-13,signup,Basic,29
1033,CUST00648,2024-08-11,cancel,Basic,0
1034,CUST00649,2024-04-14,signup,Enterprise,499
1035,CUST00650,2024-10-22,signup,Enterprise,499
1036,CUST00651,2024-09-24,signup,Basic,29
1037,CUST00652,2023-08-31,signup,Enterprise,499
1038,CUST00653,2025-04-13,signup,Basic,29
1039,CUST00654,2023-07-28,signup,Basic,29
1040,CUST00655,2023-02-22,signup,Basic,29
1041,CUST00655,2023-06-22,upgrade,Pro,99
1042,CUST00655,2024-03-18,downgrade,Basic,29
1043,CUST00655,2024-09-14,cancel,Basic,0
1044,CUST00656,2023-12-13,signup,Pro,99
1045,CUST00656,2025-01-06,upgrade,Enterprise,499
1046,CUST00657,2023-05-13,signup,Basic,29
1047,CUST00657,2024-01-08,cancel,Basic,0
1048,CUST00658,2024-01-24,signup,Pro,99
1049,CUST00658,2025-04-18,cancel,Pro,0
1050,CUST00659,2024-02-27,signup,Enterprise,499
1051,CUST00660,2023-03-20,signup,Basic,29
1052,CUST00660,2024-09-10,cancel,Basic,0
1053,CUST00661,2024-06-17,signup,Pro,99
1054,CUST00661,2024-09-15,cancel,Pro,0
1055,CUST00662,2023-08-29,signup,Pro,99
1056,CUST00662,2023-09-28,cancel,Pro,0
1057,CUST00663,2025-05-06,signup,Basic,29
1058,CUST00663,2025-06-05,cancel,Basic,0
1059,CUST00664,2025-05-25,signup,Pro,99
1060,CUST00665,2023-08-18,signup,Basic,29
1061,CUST00665,2023-10-17,cancel,Basic,0
1062,CUST00666,2025-02-20,signup,Basic,29
1063,CUST00667,2025-02-14,signup,Pro,99
1064,CUST00668,2024-07-20,signup,Pro,99
1065,CUST00668,2025-05-16,cancel,Pro,0
1066,CUST00669,2025-03-29,signup,Pro,99
1067,CUST00669,2025-06-27,upgrade,Enterprise,499
1068,CUST00670,2023-10-08,signup,Pro,99
1069,CUST00670,2023-11-07,cancel,Pro,0
1070,CUST00671,2023-11-11,signup,Basic,29
1071,CUST00671,2024-01-10,cancel,Basic,0
1072,CUST00672,2023-01-10,signup,Enterprise,499
1073,CUST00672,2024-07-03,downgrade,Pro,99
1074,CUST00672,2024-10-31,cancel,Pro,0
1075,CUST00673,2025-01-04,signup,Enterprise,499
1076,CUST00673,2025-06-03,downgrade,Pro,99
1077,CUST00674,2023-08-29,signup,Basic,29
1078,CUST00674,2023-09-28,upgrade,Pro,99
1079,CUST00674,2024-05-25,cancel,Pro,0
1080,CUST00675,2024-09-13,signup,Basic,29
1081,CUST00675,2025-01-11,cancel,Basic,0
1082,CUST00676,2024-01-13,signup,Enterprise,499
1083,CUST00677,2024-08-01,signup,Pro,99
1084,CUST00678,2023-12-03,signup,Pro,99
1085,CUST00679,2024-11-21,signup,Basic,29
1086,CUST00680,2025-06-16,signup,Basic,29
1087,CUST00681,2025-01-30,signup,Enterprise,499
1088,CUST00682,2024-03-08,signup,Basic,29
1089,CUST00682,2024-09-04,cancel,Basic,0
1090,CUST00683,2025-01-09,signup,Pro,99
1091,CUST00684,2024-12-17,signup,Pro,99
1092,CUST00685,2024-03-25,signup,Pro,99
1093,CUST00685,2024-06-23,upgrade,Enterprise,499
1094,CUST00685,2025-03-20,downgrade,Pro,99
1095,CUST00686,2024-03-16,signup,Pro,99
1096,CUST00687,2023-06-22,signup,Enterprise,499
1097,CUST00688,2023-08-16,signup,Basic,29
1098,CUST00688,2023-12-14,upgrade,Pro,99
1099,CUST00688,2024-03-13,upgrade,Enterprise,499
1100,CUST00689,2025-01-21,signup,Basic,29
1101,CUST00689,2025-05-21,cancel,Basic,0
1102,CUST00690,2023-03-10,signup,Pro,99
1103,CUST00691,2024-12-14,signup,Pro,99
1104,CUST00691,2025-03-14,cancel,Pro,0
1105,CUST00692,2023-10-02,signup,Enterprise,499
1106,CUST00693,2024-07-06,signup,Enterprise,499
1107,CUST00694,2025-01-05,signup,Enterprise,499
1108,CUST00694,2025-05-05,cancel,Enterprise,0
1109,CUST00695,2025-05-15,signup,Pro,99
1110,CUST00696,2023-02-13,signup,Basic,29
1111,CUST00696,2023-12-10,upgrade,Pro,99
1112,CUST00696,2024-04-08,cancel,Pro,0
1113,CUST00697,2025-04-30,signup,Pro,99
1114,CUST00698,2024-09-12,signup,Pro,99
1115,CUST00698,2024-10-12,cancel,Pro,0
1116,CUST00699,2023-10-08,signup,Pro,99
